Coordinates,Date,State,County,Urban Area,Census Block,Census Tract
"(-71.22420272345586, 42.36129294357519)",2023-08-18,Massachusetts,Middlesex,,1002,3746
"(-71.54920269511778, 43.186391888028254)",2023-08-18,New Hampshire,Merrimack,,1013,321
"(-70.96727431074399, 42.09215318351767)",2023-08-18,Massachusetts,Plymouth,,4011,5201
"(-71.45814979262366, 42.83994046257745)",2023-08-18,New Hampshire,Hillsborough,,1009,131.02
"(-71.40979750781317, 42.12180735710557)",2023-08-18,Massachusetts,Norfolk,,1010,4421.03
"(-70.19189279938162, 43.80268404877556)",2023-08-18,Maine,Cumberland,,3004,44.01
"(-71.46249586763882, 41.72005306179875)",2023-08-18,Rhode Island,Kent,,1047,221
"(-71.12730820613233, 42.954071405035926)",2023-08-18,New Hampshire,Rockingham,,1001,530
"(-71.30070229990224, 42.716262120329546)",2023-08-18,New Hampshire,Hillsborough,,1008,2003
"(-71.25359294117965, 42.41334139610219)",2023-08-18,Massachusetts,Middlesex,,2009,3681.01
"(-71.10621695316362, 42.5671986057408)",2023-08-18,Massachusetts,Middlesex,,1017,3302.01
"(-71.22304089521566, 42.8466302907036)",2023-08-18,New Hampshire,Rockingham,,1011,1001
"(-70.99756020186679, 43.26215076270522)",2023-08-18,New Hampshire,Strafford,,2023,845
"(-71.51721879531145, 41.69916918363826)",2023-08-18,Rhode Island,Kent,,2024,202
"(-71.55721126427217, 43.20275948316314)",2023-08-18,New Hampshire,Merrimack,,1011,325
"(-71.40697699818627, 43.0563480082796)",2023-08-18,New Hampshire,Merrimack,,2002,442
"(-71.18135281402485, 42.732071725911055)",2023-08-18,Massachusetts,Essex,,4006,2525.02
"(-71.02913330797982, 41.85264301350503)",2023-08-18,Massachusetts,Bristol,,2034,6141.02
"(-71.25832633028065, 42.86792023325089)",2023-08-18,New Hampshire,Rockingham,,3000,36.02
"(-73.92383603934653, 40.841364097907736)",2023-08-18,New York,Bronx,,2001,211
"(-71.55901631531633, 43.08107706101903)",2023-08-18,New Hampshire,Merrimack,,2019,300
"(-71.02760906950957, 42.05683583058015)",2023-08-18,Massachusetts,Plymouth,,4008,5117.01
"(-70.95861773743482, 41.80749011107333)",2023-08-18,Massachusetts,Plymouth,,1038,5401.02
"(-71.5376373043864, 42.27624237956622)",2023-08-18,Massachusetts,Worcester,,3006,7411.02
"(-76.0629954986726, 36.91033294755927)",2023-08-18,Virginia,Virginia Beach,,2021,430.04
"(-71.66858170554767, 42.65710199303138)",2023-08-18,Massachusetts,Middlesex,,1017,3011.01
"(-105.14277848671144, 39.85163382431541)",2023-08-18,Colorado,Jefferson,,2017,98.15
"(-70.81331685658911, 42.93381752372976)",2023-08-18,New Hampshire,Rockingham,,1010,650.05
"(-71.32847461738116, 41.80910379384245)",2023-08-18,Massachusetts,Bristol,,5006,6322
"(-71.09331304192997, 42.42843190320176)",2023-08-18,Massachusetts,Middlesex,,2016,3401
"(-70.94656822500686, 42.52861036512364)",2023-08-18,Massachusetts,Essex,,2033,2104.02
"(-71.46557556829195, 43.19682232413682)",2023-08-18,New Hampshire,Merrimack,,2006,32.02
"(-71.29259525981317, 41.921606744417616)",2023-08-18,Massachusetts,Bristol,,3018,6318
"(-71.40037329640546, 42.10767742912651)",2023-08-18,Massachusetts,Norfolk,,1019,4421.03
"(-71.38862062847602, 42.888105257789945)",2023-08-18,New Hampshire,Rockingham,,1001,38.01
"(-70.81783325139699, 42.841700811420274)",2023-08-18,Massachusetts,Essex,,1002,2671.03
"(-70.92575609488966, 42.80657166065328)",2023-08-18,Massachusetts,Essex,,1002,2681
"(-71.16209254181817, 44.467417563524414)",2023-08-18,New Hampshire,Coos,,2044,9506
"(-71.31671800678478, 41.9033712717335)",2023-08-18,Massachusetts,Bristol,,4011,6318
"(-71.02506821941988, 42.07134372551455)",2023-08-18,Massachusetts,Plymouth,,4001,5115
"(-73.44855817261134, 40.69220692003212)",2023-08-18,New York,Nassau,,1001,5216.01
"(-76.49944225688421, 42.45345667048038)",2023-08-18,New York,Tompkins,,2007,7
"(-73.43299418436138, 41.29285021388611)",2023-08-18,Connecticut,Western Connecticut,,2003,2401
"(-71.5043230313607, 42.01061930016961)",2023-08-18,Rhode Island,Providence,,1009,181
"(-77.13536926298808, 38.82422367460391)",2023-08-18,Virginia,Alexandria,,1003,2001.09
"(-71.07514872772902, 42.69906695746016)",2023-08-18,Massachusetts,Essex,,1000,2532.03
"(-71.21020702084576, 42.89464122804635)",2023-08-18,New Hampshire,Rockingham,,3007,1041.02
"(-104.88535941255368, 39.61832607596761)",2023-08-18,Colorado,Arapahoe,,3008,68.59
"(-71.60691350047733, 43.275614624429416)",2023-08-18,New Hampshire,Merrimack,,1027,327.01
"(-73.31203844476126, 41.378229749562)",2023-08-18,Connecticut,Western Connecticut,,1002,2304
"(-71.4367528664753, 43.250905140898695)",2023-08-18,New Hampshire,Merrimack,,2007,330
"(-88.42697071907456, 43.13269868025834)",2023-08-18,Wisconsin,Waukesha,,2006,2045.04
"(-71.93472283315906, 42.38121210052424)",2023-08-18,Massachusetts,Worcester,,1024,7211.03
"(-71.80944189610771, 42.341471265681264)",2023-08-18,Massachusetts,Worcester,,1002,7284
"(-70.98191385016038, 41.9500776686778)",2023-08-18,Massachusetts,Plymouth,,1005,5251.04
"(-71.09139783821463, 41.85120553345899)",2023-08-18,Massachusetts,Bristol,,2018,6161
"(-71.19211182791868, 42.19530327458694)",2023-08-18,Massachusetts,Norfolk,,3017,4132.01
"(-71.67055143130484, 42.83648570922616)",2023-08-18,New Hampshire,Hillsborough,,1008,162.04
"(-71.56158958710208, 41.862075953077735)",2023-08-18,Rhode Island,Providence,,1045,127.02
"(-70.94894235561236, 42.57559264280916)",2023-08-18,Massachusetts,Essex,,4000,2114.02
"(-71.47809192653705, 42.20507274331603)",2023-08-18,Massachusetts,Middlesex,,3008,3872.02
"(-80.37471507806298, 26.095395147501232)",2023-08-18,Florida,Broward,,4014,703.12
"(-76.25761626245635, 38.92745581892909)",2023-08-18,Maryland,Queen Anne's,,1014,8110
"(-72.03476730022103, 44.14872021106586)",2023-08-18,New Hampshire,Grafton,,3029,9606
"(-71.49869337280431, 42.993309341315495)",2023-08-18,New Hampshire,Hillsborough,,1001,22
"(-71.7083314546195, 42.2965819300078)",2023-08-18,Massachusetts,Worcester,,1017,7394.02
"(-68.59028685313936, 47.26960361925829)",2023-08-18,Maine,Aroostook,,4016,9506
"(-71.41507820346695, 43.5402428983258)",2023-08-18,New Hampshire,Belknap,,1005,9664.04
"(-71.1691909694048, 42.26940945103113)",2023-08-18,Massachusetts,Suffolk,,1009,1304.02
"(-88.0824979931866, 41.63857557307517)",2023-08-18,Illinois,Will,,3000,8805.09
"(-71.2508727404352, 42.89072004964164)",2023-08-18,New Hampshire,Rockingham,,1000,36.02
"(-71.43072086768134, 41.77886629268499)",2023-08-18,Rhode Island,Providence,,2028,137.01
"(-72.37814706081703, 41.91971987521865)",2023-08-18,Connecticut,Capitol,,1000,5331.03
"(-74.78140961473353, 40.81661862654917)",2023-08-18,New Jersey,Morris,,2018,462.02
"(-70.86647661322168, 42.94688102517301)",2023-08-18,New Hampshire,Rockingham,,2018,650.10
"(-71.62035473202394, 43.31111298450725)",2023-08-18,New Hampshire,Merrimack,,3003,380
"(-71.4329406340561, 42.779328605126224)",2023-08-18,New Hampshire,Hillsborough,,3018,121.01
"(-71.27234945557332, 42.1040643277768)",2023-08-18,Massachusetts,Norfolk,,2026,4111.01
"(-71.5271460042876, 42.90821013070106)",2023-08-18,New Hampshire,Hillsborough,,3002,29.03
"(-82.26989371906723, 27.839716398714465)",2023-08-18,Florida,Hillsborough,,4006,139.19
"(-75.22670034486559, 40.58041046624102)",2023-08-18,Pennsylvania,Bucks,,1014,1066
"(-71.28345459061543, 42.57257198976792)",2023-08-18,Massachusetts,Middlesex,,1004,3164
"(-71.00103073843823, 42.695167684955145)",2023-08-18,Massachusetts,Essex,,5000,2131
"(-71.48035640442964, 42.96449594650188)",2023-08-18,New Hampshire,Hillsborough,,2007,29.02
"(-70.9372482326708, 42.73264002558158)",2023-08-18,Massachusetts,Essex,,2009,2651.02
"(-71.4431509720211, 42.72708183624143)",2023-08-18,New Hampshire,Hillsborough,,2008,110
"(-70.65928415024825, 44.1334002987029)",2023-08-18,Maine,Cumberland,,1023,150
"(-71.49826679916382, 42.83240728539765)",2023-08-18,New Hampshire,Hillsborough,,1002,143.01
"(-71.14610210927907, 42.00333382731466)",2023-08-18,Massachusetts,Bristol,,2006,6002.04
"(-74.22395751428874, 40.85314906451756)",2023-08-18,New Jersey,Essex,,5000,214
"(-71.64808426641441, 42.83115370505483)",2023-08-18,New Hampshire,Hillsborough,,2009,162.03
"(-72.08818129021824, 44.21175624378744)",2023-08-18,Vermont,Caledonia,,3062,9578
"(-71.40576375490132, 43.003649759529885)",2023-08-18,New Hampshire,Hillsborough,,2002,9.02
"(-70.3171455364505, 44.11545454872535)",2023-08-18,Maine,Androscoggin,,4012,415
"(-71.49710475407527, 43.543959281093855)",2023-08-18,New Hampshire,Belknap,,5009,9660
"(-75.02616219807402, 39.84280410662376)",2023-08-18,New Jersey,Camden,,1027,6074.01
"(-71.91205728254776, 42.85200838785195)",2023-08-18,New Hampshire,Hillsborough,,1027,230.01
"(-73.33932113833096, 41.15697796937837)",2023-08-18,Connecticut,Western Connecticut,,2001,503.02
"(-70.4354558918863, 41.70249765626504)",2023-08-18,Massachusetts,Barnstable,,1024,135
"(-71.23710708924861, 42.78391237719293)",2023-08-18,New Hampshire,Rockingham,,1032,1003.01
"(-71.0539222340664, 42.60375465499512)",2023-08-18,Massachusetts,Essex,,1017,2121.02
"(-71.19734052866143, 42.05725621823066)",2023-08-18,Massachusetts,Norfolk,,3020,4103
"(-71.23827422013618, 42.1611271189027)",2023-08-18,Massachusetts,Norfolk,,3005,4112
"(-71.47153125845799, 43.16129996225917)",2023-08-18,New Hampshire,Merrimack,,1001,32.01
"(-71.35065828211073, 41.90651339094859)",2023-08-18,Massachusetts,Bristol,,1019,6311.01
"(-77.37408692347007, 41.72060842045215)",2023-08-18,Pennsylvania,Tioga,,3011,9509
"(-83.54206273643416, 42.61735174176418)",2023-08-18,Michigan,Oakland,,1003,1303
"(-71.69614857445144, 43.75397450867581)",2023-08-18,New Hampshire,Grafton,,2018,9610.02
"(-71.33240578691499, 42.8356758310518)",2023-08-18,New Hampshire,Rockingham,,3009,1061.01
"(-71.6773683256933, 42.97836288158992)",2023-08-18,New Hampshire,Hillsborough,,1006,200
"(-70.96368254776459, 41.86569774862562)",2023-08-18,Massachusetts,Plymouth,,2014,5401.01
"(-71.53216010122306, 43.0560961587052)",2023-08-18,New Hampshire,Hillsborough,,4003,27.02
"(-70.97145371895402, 42.63600006177451)",2023-08-18,Massachusetts,Essex,,2011,2141
"(-71.48888143804534, 43.110576946120425)",2023-08-18,New Hampshire,Merrimack,,1039,310.01
"(-71.48685905225517, 42.958004633595486)",2023-08-18,New Hampshire,Hillsborough,,2023,29.02
"(-71.41812340411049, 42.75184482226639)",2023-08-18,New Hampshire,Hillsborough,,1000,123.01
"(-71.15331613842712, 42.95712684460498)",2023-08-18,New Hampshire,Rockingham,,2000,520
"(-71.81193374533909, 42.47499338681806)",2023-08-18,Massachusetts,Worcester,,2013,7191
"(-73.60868919781466, 41.566388159831966)",2023-08-18,New York,Dutchess,,1003,1100.05
"(-71.14333559640035, 41.71229416908636)",2023-08-18,Massachusetts,Bristol,,3004,6424
"(-71.15590995547224, 42.71939290910747)",2023-08-18,Massachusetts,Essex,,1014,2506
"(-70.8796301518316, 42.81072298010021)",2023-08-18,Massachusetts,Essex,,3008,2683
"(-70.5958840986883, 41.84001288925315)",2023-08-18,Massachusetts,Plymouth,,1026,5309.02
"(-93.29744650450893, 30.854480315539288)",2023-08-18,Louisiana,Beauregard,,3044,9603
"(-104.72850312006778, 39.62426971924352)",2023-08-18,Colorado,Arapahoe,,1058,859
"(-71.14419737566766, 42.44693676282251)",2023-08-18,Massachusetts,Middlesex,,2001,3384
"(-70.80705491145187, 43.21525833001933)",2023-08-18,Maine,York,,3006,350.02
"(-72.49291421926888, 41.286507095207405)",2023-08-18,Connecticut,Lower Connecticut River Valley,,4004,6102
"(-71.34308068432382, 42.94601434562183)",2023-08-18,New Hampshire,Rockingham,,3036,40
"(-71.38943625879337, 41.86973829877503)",2023-08-18,Rhode Island,Providence,,3000,164
"(-71.07778325974574, 42.37074509186198)",2023-08-18,Massachusetts,Middlesex,,1001,3521.02
"(-71.55807520429707, 42.81161910169693)",2023-08-18,New Hampshire,Hillsborough,,1023,143.02
"(-71.47714435137657, 43.1586373557962)",2023-08-18,New Hampshire,Merrimack,,1005,32.01
"(-70.69738498225186, 42.13884192376665)",2023-08-18,Massachusetts,Plymouth,,2006,5061.04
"(-70.80813705797578, 42.60988151744886)",2023-08-18,Massachusetts,Essex,,2003,2221
"(-72.70045209655895, 41.78283185686728)",2023-08-18,Connecticut,Capitol,,2005,5037
"(-71.34073680743379, 43.09149346558781)",2023-08-18,New Hampshire,Rockingham,,2002,500
"(-71.44315069566251, 42.994503613969336)",2023-08-18,New Hampshire,Hillsborough,,1006,12
"(-70.6076366335249, 41.81787640020305)",2023-08-18,Massachusetts,Plymouth,,2023,5309.03
"(-71.53683766013594, 43.190747733534174)",2023-08-18,New Hampshire,Merrimack,,2014,321
"(-71.52939444247059, 43.15494700268571)",2023-08-18,New Hampshire,Merrimack,,3003,310.01
"(-70.94240189740559, 42.46884785406033)",2023-08-18,Massachusetts,Essex,,1002,2068
"(-71.46459069327636, 42.72696035729283)",2023-08-18,New Hampshire,Hillsborough,,3012,112
"(-71.99664538881981, 42.98195087249267)",2023-08-18,New Hampshire,Hillsborough,,1016,240
"(-71.61947797793769, 42.86643793645917)",2023-08-18,New Hampshire,Hillsborough,,2027,151
"(-75.49841763294596, 41.569655478638126)",2023-08-18,Pennsylvania,Lackawanna,,1016,1109
"(-70.8903352025922, 42.516681188252825)",2023-08-18,Massachusetts,Essex,,2002,2043
"(-71.45060238632095, 41.6119106054047)",2023-08-18,Rhode Island,Washington,,1019,501.03
"(-72.46729417831322, 42.97211241196023)",2023-08-18,New Hampshire,Cheshire,,1015,9715
"(-70.83504422604868, 41.876755636554016)",2023-08-18,Massachusetts,Plymouth,,3011,5421.01
"(-70.99396482327056, 42.219894505403374)",2023-08-18,Massachusetts,Norfolk,,3004,4192
"(-71.45426766882409, 42.97999105658091)",2023-08-18,New Hampshire,Hillsborough,,1002,19
"(-71.69307999644896, 42.56718527777875)",2023-08-18,Massachusetts,Worcester,,2009,7121.02
"(-70.87744877378383, 43.164332800271794)",2023-08-18,New Hampshire,Strafford,,2004,811.01
"(-71.06336632665422, 42.88554060560566)",2023-08-18,New Hampshire,Rockingham,,2015,1051
"(-71.07850642687073, 42.27199406205413)",2023-08-18,Massachusetts,Suffolk,,1004,1010.02
"(-71.06475931038155, 42.452659324835615)",2023-08-18,Massachusetts,Middlesex,,1005,3364.04
"(-70.87002125515988, 42.79160121832384)",2023-08-18,Massachusetts,Essex,,1006,2691
"(-71.41611630886706, 43.06288248716152)",2023-08-18,New Hampshire,Merrimack,,1003,442
"(-70.96591840211826, 42.51177557533471)",2023-08-18,Massachusetts,Essex,,4001,2105
"(-71.27874543835108, 43.350523743473566)",2023-08-18,New Hampshire,Belknap,,3042,9657
"(-71.37701666175657, 42.68915004503668)",2023-08-18,Massachusetts,Middlesex,,3023,3131.02
"(-71.03826659080094, 43.178084796842526)",2023-08-18,New Hampshire,Strafford,,3013,850.02
"(-71.5115138532277, 42.86216683852958)",2023-08-18,New Hampshire,Hillsborough,,3001,143.02
"(-71.47593358130398, 42.71474809086181)",2023-08-18,New Hampshire,Hillsborough,,1009,112
"(-71.16532340092465, 41.6981111924152)",2023-08-18,Massachusetts,Bristol,,3008,6410
"(-71.69408475008444, 42.23552621865954)",2023-08-18,Massachusetts,Worcester,,2012,7613
"(-71.01391068212322, 42.19697745151717)",2023-08-18,Massachusetts,Norfolk,,3000,4198
"(-71.09073294075918, 42.49561489972015)",2023-08-18,Massachusetts,Middlesex,,1006,3372.01
"(-70.87923607798321, 43.199235511974486)",2023-08-18,New Hampshire,Strafford,,4016,815
"(-71.5244938641874, 42.06698341401204)",2023-08-18,Massachusetts,Worcester,,3029,7461
"(-70.86677936814853, 41.834866483981166)",2023-08-18,Massachusetts,Plymouth,,1033,5421.02
"(-71.83195827829518, 42.25523692442909)",2023-08-18,Massachusetts,Worcester,,4000,7311.01
"(-117.45258467814622, 34.08655364134347)",2023-08-18,California,San Bernardino,,1001,31.01
"(-71.53430209543693, 42.70832801413199)",2023-08-18,New Hampshire,Hillsborough,,2013,114.01
"(-71.2583447346676, 42.72401330972723)",2023-08-18,Massachusetts,Middlesex,,1010,3143.02
"(-71.45447316621822, 42.97926691186834)",2023-08-18,New Hampshire,Hillsborough,,1015,19
"(-71.58131631723633, 43.147527924695325)",2023-08-18,New Hampshire,Merrimack,,1020,310.02
"(-71.16702741158895, 42.97367609972356)",2023-08-18,New Hampshire,Rockingham,,2013,540
"(-81.54181371590752, 39.96876131467421)",2023-08-18,Ohio,Guernsey,,3021,9779
"(-70.73388823152227, 43.30785906773058)",2023-08-18,Maine,York,,2002,330
"(-74.38753224341482, 40.12881734741601)",2023-08-18,New Jersey,Ocean,,1011,7173
"(-71.39293910889678, 43.009066428316)",2023-08-18,New Hampshire,Hillsborough,,3001,9.02
"(-71.85340802984607, 43.79524045748087)",2023-08-18,New Hampshire,Grafton,,1012,9608.02
"(-71.41490495903686, 42.94934800641593)",2023-08-18,New Hampshire,Hillsborough,,2018,26
"(-74.04997316077868, 41.93066722723234)",2023-08-18,New York,Ulster,,1022,9516
"(-71.53658755034444, 43.14855382040152)",2023-08-18,New Hampshire,Merrimack,,2015,310.02
"(-71.34830529306605, 42.2868334259625)",2023-08-18,Massachusetts,Middlesex,,2016,3822
"(-71.27101933894795, 41.98322975330844)",2023-08-18,Massachusetts,Bristol,,1000,6313
"(-71.78311911521499, 42.58222793238889)",2023-08-18,Massachusetts,Worcester,,4003,7101
"(-70.46166833128737, 43.51455300566597)",2023-08-18,Maine,York,,1006,53.02
"(-74.0828586337971, 40.62356902060309)",2023-08-18,New York,Richmond,,3012,21
"(-72.59330394079132, 42.0213953174249)",2023-08-18,Connecticut,Capitol,,1005,4805
"(-74.60530938573807, 40.457086107212994)",2023-08-18,New Jersey,Somerset,,2003,538.07
"(-73.55522898592407, 40.71721978688771)",2023-08-18,New York,Nassau,,4006,4082
"(-71.44735294310823, 42.30269917434151)",2023-08-18,Massachusetts,Middlesex,,1000,3840.04
"(-72.6428193619968, 41.93622511041064)",2023-08-18,Connecticut,Capitol,,2001,4762
"(-71.4546868887002, 41.87245184636308)",2023-08-18,Rhode Island,Providence,,2012,119.02
"(-71.37947252082358, 42.90435666699195)",2023-08-18,New Hampshire,Rockingham,,3012,37.03
"(-70.71729142402093, 42.13552811046669)",2023-08-18,Massachusetts,Plymouth,,1026,5061.04
"(-71.33013300669846, 42.60273256322543)",2023-08-18,Massachusetts,Middlesex,,2023,3171.02
"(-71.35659736064288, 42.81891032238914)",2023-08-18,New Hampshire,Rockingham,,2001,39.02
"(-74.2513593805887, 40.631640478311816)",2023-08-18,New Jersey,Union,,3004,351
"(-70.9536487247006, 42.262634375622255)",2023-08-18,Massachusetts,Norfolk,,2003,4178.01
"(-71.51038667744545, 42.76641101226576)",2023-08-18,New Hampshire,Hillsborough,,1002,103.01
"(-105.13345499733352, 40.18692437357269)",2023-08-18,Colorado,Boulder,,1001,132.08
"(-71.07907513498252, 42.89136038364773)",2023-08-18,New Hampshire,Rockingham,,2017,1051
"(-70.74409111388714, 42.11147541205986)",2023-08-18,Massachusetts,Plymouth,,6005,5061.02
"(-73.06935714688407, 44.812128656834126)",2023-08-18,Vermont,Franklin,,1012,106
"(-71.52112641958449, 43.63243734003688)",2023-08-18,New Hampshire,Belknap,,2003,9653
"(-71.54452104624612, 42.12411241298253)",2023-08-18,Massachusetts,Worcester,,1018,7451
"(-71.3015824755827, 42.54314216227563)",2023-08-18,Massachusetts,Middlesex,,4024,3164
"(-73.20157217945271, 42.77872713538461)",2023-08-18,Vermont,Bennington,,1024,9713
"(-71.59557903569251, 43.4464357092467)",2023-08-18,New Hampshire,Belknap,,1009,9655.98
"(-71.09850427121285, 42.82659275940672)",2023-08-18,New Hampshire,Rockingham,,1001,1011.01
"(-75.05404388238559, 39.95397577513052)",2023-08-18,New Jersey,Camden,,3029,6030.01
"(-70.58873409734991, 43.73902201717959)",2023-08-18,Maine,Cumberland,,2035,170.04
"(-70.94324433766678, 43.33586155805294)",2023-08-18,Maine,York,,1019,310
"(-71.34920715278686, 42.80237482559458)",2023-08-18,New Hampshire,Rockingham,,1005,1061.02
"(-85.99852961020008, 40.070486565565496)",2023-08-18,Indiana,Hamilton,,4010,1105.05
"(-71.46975195922968, 43.00937474533892)",2023-08-18,New Hampshire,Hillsborough,,1031,1.03
"(-71.10673470233206, 42.74956978640917)",2023-08-18,Massachusetts,Essex,,1013,2611.02
"(-70.87141106783706, 43.20734483955151)",2023-08-18,New Hampshire,Strafford,,3013,815
"(-72.03233000392049, 44.15207337972794)",2023-08-18,New Hampshire,Grafton,,3003,9606
"(-71.14622515282305, 43.20889366589607)",2023-08-18,New Hampshire,Rockingham,,1000,570
"(-71.36350590634545, 43.04741409590551)",2023-08-18,New Hampshire,Rockingham,,2014,500
"(-71.09158370957306, 42.39292901416004)",2023-08-18,Massachusetts,Middlesex,,1012,3501.09
"(-71.59234785982544, 42.9048484816822)",2023-08-18,New Hampshire,Hillsborough,,1010,151
"(-71.23508585530054, 43.585628719859805)",2023-08-18,New Hampshire,Carroll,,3004,9561.01
"(-70.94067042356214, 42.00700047435251)",2023-08-18,Massachusetts,Plymouth,,1020,5614
"(-71.1980654746522, 42.72650423779324)",2023-08-18,Massachusetts,Essex,,6023,2523
"(-71.07821701701387, 42.420359505598505)",2023-08-18,Massachusetts,Middlesex,,1023,3412
"(-71.03789860387242, 42.95399327330115)",2023-08-18,New Hampshire,Rockingham,,4008,1051
"(-71.14775350045439, 42.86981816150552)",2023-08-18,New Hampshire,Rockingham,,1009,1041.01
"(-72.98395642422516, 43.61051015438)",2023-08-18,Vermont,Rutland,,4008,9632
"(-71.17316623973988, 42.82654675545906)",2023-08-18,New Hampshire,Rockingham,,3016,1031
"(-71.45549923707252, 42.580799910188375)",2023-08-18,Massachusetts,Middlesex,,2021,3183
"(-71.25848385295211, 42.577981596126456)",2023-08-18,Massachusetts,Middlesex,,2007,3161.01
"(-71.07944691944071, 42.78371709983619)",2023-08-18,Massachusetts,Essex,,1001,2601
"(-71.66503932850674, 41.74413912002202)",2023-08-18,Rhode Island,Providence,,3041,132.02
"(-70.36922552100184, 43.59335727033171)",2023-08-18,Maine,Cumberland,,1006,173.05
"(-74.20550512130825, 40.71605414643104)",2023-08-18,New Jersey,Essex,,1011,51
"(-71.17386740811521, 42.72166908823783)",2023-08-18,Massachusetts,Essex,,2005,2524
"(-71.20465961996935, 42.86123275893223)",2023-08-18,New Hampshire,Rockingham,,4006,1031
"(-71.16618600939469, 42.95974196490891)",2023-08-18,New Hampshire,Rockingham,,2002,520
"(-71.73924607063208, 42.99159843981349)",2023-08-18,New Hampshire,Hillsborough,,3037,200
"(-71.08228037117829, 42.294739085269946)",2023-08-18,Massachusetts,Suffolk,,2004,924
"(-76.52609397258114, 39.36206943795452)",2023-08-18,Maryland,Baltimore,,1004,4402
"(-71.63960774522805, 43.45064689007371)",2023-08-18,New Hampshire,Merrimack,,3011,430.02
"(-71.43416772644308, 43.01551651140245)",2023-08-18,New Hampshire,Hillsborough,,3010,9.02
"(-70.99720221001667, 42.45715585513428)",2023-08-18,Massachusetts,Essex,,3012,2081.01
"(-71.37382078390397, 41.917105897757466)",2023-08-18,Massachusetts,Bristol,,1001,6311.02
"(-71.44717265046235, 42.65607503295977)",2023-08-18,Massachusetts,Middlesex,,2021,3131.01
"(-71.07680119704506, 42.50238441825481)",2023-08-18,Massachusetts,Middlesex,,5002,3352
"(-71.48525898881147, 42.87559907293889)",2023-08-18,New Hampshire,Hillsborough,,2017,141.01
"(-71.40556750145039, 43.32498824969584)",2023-08-18,New Hampshire,Merrimack,,4001,360
"(-71.78174688778586, 42.26762661176376)",2023-08-18,Massachusetts,Worcester,,2026,7318.01
"(-70.88993278422176, 43.18497873581456)",2023-08-18,New Hampshire,Strafford,,3003,811.01
"(-72.03355929552542, 42.52285903632176)",2023-08-18,Massachusetts,Worcester,,1024,7061
"(-82.93901152656332, 42.46811644129868)",2023-08-18,Michigan,Macomb,,2007,2584
"(-70.98817008864285, 42.50081818658224)",2023-08-18,Massachusetts,Essex,,1021,2054
"(-71.4953819679417, 42.73864658202977)",2023-08-18,New Hampshire,Hillsborough,,2001,114.02
"(-71.43519888282542, 42.58520121652957)",2023-08-18,Massachusetts,Middlesex,,4043,3183
"(-70.71690264980256, 43.181780846258185)",2023-08-18,Maine,York,,2015,360.02
"(-71.22441259277237, 42.53458931892573)",2023-08-18,Massachusetts,Middlesex,,3000,3162.02
"(-71.3180926389811, 42.66287300925883)",2023-08-18,Massachusetts,Middlesex,,2015,3142
"(-70.98841909476828, 42.46209865750067)",2023-08-18,Massachusetts,Essex,,2005,2056
"(-76.08958993181054, 43.18249451257289)",2023-08-18,New York,Onondaga,,1000,103.21
"(-71.48385291123179, 42.860567894752926)",2023-08-18,New Hampshire,Hillsborough,,2002,131.02
"(-70.82034370429547, 42.04947776734886)",2023-08-18,Massachusetts,Plymouth,,2001,5081.02
"(-70.63905452080292, 41.43692431345825)",2023-08-18,Massachusetts,Dukes,,1019,2004
"(-71.4535029677327, 43.02489150148632)",2023-08-18,New Hampshire,Hillsborough,,2025,1.03
"(-71.08952458506258, 42.31639355586073)",2023-08-18,Massachusetts,Suffolk,,2001,819
"(-73.86401403967785, 40.8875075314041)",2023-08-18,New York,Bronx,,1000,394
"(-74.4424104939912, 40.63123141389134)",2023-08-18,New Jersey,Somerset,,2017,523
"(-84.30356949288985, 33.78118379439248)",2023-08-18,Georgia,DeKalb,,1003,225.02
"(-70.94279995463503, 43.26267595730745)",2023-08-18,New Hampshire,Strafford,,3028,841
"(-71.04307624844222, 42.0538760724297)",2023-08-18,Massachusetts,Plymouth,,4017,5117.01
"(-70.15498117555434, 41.69552556199896)",2023-08-18,Massachusetts,Barnstable,,4026,115
"(-70.36021219632072, 43.675512523122975)",2023-08-18,Maine,Cumberland,,1001,29.01
"(-71.85051434403294, 42.78565158876066)",2023-08-18,New Hampshire,Hillsborough,,2003,225.02
"(-71.35161870173201, 42.80078656898812)",2023-08-18,New Hampshire,Rockingham,,1005,1061.02
"(-71.03283328485492, 42.09342684631167)",2023-08-18,Massachusetts,Plymouth,,2015,5105.04
"(-71.58977766103395, 43.00985227765059)",2023-08-18,New Hampshire,Hillsborough,,1015,27.01
"(-70.04196865614136, 41.739113851354325)",2023-08-18,Massachusetts,Barnstable,,2013,109
"(-118.3361734715761, 33.923709161075955)",2023-08-18,California,Los Angeles,,2008,6020.02
"(-71.69123875012616, 44.28008326062405)",2023-08-18,New Hampshire,Grafton,,1040,9602
"(-80.24552529882568, 25.94507791169168)",2023-08-18,Florida,Miami-Dade,,1000,100.24
"(-71.68922479689802, 42.31073814499296)",2023-08-18,Massachusetts,Worcester,,1000,7394.02
"(-71.31213096963118, 42.90799048692952)",2023-08-18,New Hampshire,Rockingham,,1002,33.02
"(-71.18443875951033, 44.47689229608914)",2023-08-18,New Hampshire,Coos,,2010,9507
"(-72.6484033711368, 41.84219466652876)",2023-08-18,Connecticut,Capitol,,1002,4737
